,uuid_store,owner_sore,owner_name,owner_last_name,store_name,latitude_coordinates,longitude_coordinates,description_store,image_store,store_phone_number,store_email,store_address,company_inscription,premium,product_type,modification_date,discharge_date
1637,985dc0c4-455b-45d9-9445-98dc91407941,,Guiomar,Priego,TIENDA ALIMENTACION,"438721,59","4471758,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620583670,Guiomar_Priego@galindo.org,"CALLE GENERAL RICARDOS,67",A28058076,False,X,2022-06-06,2022-06-06
1642,59c5ddd5-11e1-488f-9547-3be98bdcd779,,Calixta,Sacristán,COMERCIO MINORISTA DE ALIMENTACI0N CON OBRADOR,"439248,59","4471930,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,,+34 626095171,Calixta_Sacristán@sala-canete.com,"CALLE JACINTO VERDAGUER,13",A09115744,False,F,2022-06-06,2022-06-06
1643,387c8423-eb63-41a8-b4db-b5d552c08d8f,,Azahar,Plana,SIN DETERMINAR,0,0,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 624902667,Azahar_Plana@segura-olive.es,"CALLE ARMENGOT,1",A31401042,True,X,2022-06-06,2022-06-06
1645,8acc2fbd-7c4c-4f24-844a-11f19371192d,,María Manuela,Cózar,ALMACEN,"438997,59","4471990,53","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",,+34 629613962,María_Manuela_Cózar@larranaga.com,"CALLE GENERAL RICARDOS,22",A46821469,True,C,2022-06-06,2022-06-06
1646,dfed21e5-ead4-47cf-98c8-fa32e11d870a,,Remigio,Fuster,COMERCIO FRUTOS SECOS,"438963,59","4471965,53",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 623455040,Remigio_Fuster@bejarano-batlle.net,"CALLE GENERAL RICARDOS,28",A55380827,False,S,2022-06-06,2022-06-06
1652,38abf5a4-c59f-49f9-9d76-95e57b3c9181,,Concha,Torrens,ALIMENTACI0N-BAZAR.,"437452,6","4472044,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 629288977,Concha_Torrens@guardia.com,"CALLE VIA CARPETANA,71",A04413571,False,R,2022-06-06,2022-06-06
1653,b6b8a8c4-f5a3-4cb4-84c4-2f99cbe9e35b,,Jesús,Pujol,TANGER CITY,"437990,6","4472011,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 628647205,Jesús_Pujol@mata.com,"CALLE GORRION,46",A34049371,True,X,2022-06-06,2022-06-06
1654,4edbeb97-c263-47ac-b121-71dea61e464b,,Ricardo,Marcos,ALIMENTACI0N CORAZ0N DE JESUS,"437996,6","4472009,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620113844,Ricardo_Marcos@lastra.es,"CALLE CABO SUCESO TERRERO,44",A27706888,True,X,2022-06-06,2022-06-06
1656,76230634-e6d9-4ecc-a719-b509f33a4410,,Silvia,Torre,POR DETERMINAR,"438631,59","4471743,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 624828820,Silvia_Torre@zabaleta.es,"CALLE PAULINA ODIAGA,2",A50820369,True,C,2022-06-06,2022-06-06
1659,9cecf635-086f-4f1b-9fe7-a33fcf9a8558,,Maristela,Mendizábal,LA TIENDA DEL BARRIO,"437676,6","4471276,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 621722725,Maristela_Mendizábal@bauza.com,"CALLE OCA,28",A18544033,False,X,2022-06-06,2022-06-06
1660,e39d21a9-832b-4d0f-9b0e-946f2f5f4d94,,Brunilda,Bolaños,MUESTRA CORPORATIVA,"437433,6","4471433,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 629237710,Brunilda_Bolaños@martinez.net,"AVENIDA NUESTRA SEÑORA DE VALVANERA,88",A32911179,True,F,2022-06-06,2022-06-06
1662,817375f3-4153-4c82-842b-aad47fd858c1,,Ale,Verdugo,CARNICERIA Y FRUTERIA-VERDULERIA.,"437270,6","4471340,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626993730,Ale_Verdugo@espanol.es,"CALLE VISTA BELLA,14",A51255272,False,F,2022-06-06,2022-06-06
1667,8d388aa8-4ba1-4e0f-af2a-93d2c024928e,,Albina,Villaverde,ALIMENTACION,"437257,6","4471208,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 623823101,Albina_Villaverde@varela-ledesma.com,"CALLE BLANDON,68",A47408547,False,X,2022-06-06,2022-06-06
1670,9bbdbce7-9229-4b4f-a8da-86f1e23291da,,Manu,Vilanova,ROTULO SIN INFORMAR,"437720,6","4471885,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 627569299,Manu_Vilanova@valls.net,"CALLE ALCAUDON,29",A10098795,False,X,2022-06-06,2022-06-06
1671,68ff5261-9481-4d42-be32-c5f6ae21cc01,,Severo,Carranza,ALIMENTACI0N,"437625,6","4471805,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 629635449,Severo_Carranza@batlle.net,"CALLE ALCAUDON,62",A18193018,False,X,2022-06-06,2022-06-06
1672,9ec9a828-fce3-4a9e-a137-23cc8801fd7f,,Hipólito,Ruano,FRUTERIA DEL CAMPO,"437421,6","4471867,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626256109,Hipólito_Ruano@ricart.com,"CALLE SALVADOR ALONSO,15",A58361097,True,F,2022-06-06,2022-06-06
1674,3feb026c-05bf-4e0c-ba00-f77283701adf,,Maximino,Barba,FRUTAS MAYKA,"437371,6","4471930,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620609342,Maximino_Barba@sainz.es,"CALLE VIA CARPETANA,89",A03155427,False,F,2022-06-06,2022-06-06
1675,6f903f75-a8cd-439e-b062-ea007d5e237d,,Jose Miguel,Arias,PAN ARTESANAL PANADERIA PASTELERIA RUMIÃAHUI,"437122,6","4471173,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 628279662,Jose_Miguel_Arias@domenech.com,"CALLE OCA,78",A39599606,False,R,2022-06-06,2022-06-06
1677,048bfbdc-3077-4bfe-9599-069d368aae02,,Manuela,Acero,EL BUEN GUSTO,"437169,6","4471195,55","COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",,+34 629417630,Manuela_Acero@hervia.es,"CALLE PINZON,30",A38470882,False,R,2022-06-06,2022-06-06
1682,31f77e09-606b-4bfb-ad40-86b59c897f54,,Nicodemo,Rocha,EL GNOMO FRUTAS Y VERDURAS,"437193,6","4471430,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 620893602,Nicodemo_Rocha@ferrero.net,"CALLE PINZON,6",A19697010,True,F,2022-06-06,2022-06-06
1683,4ca31918-cba6-45fe-8d93-b1a4c4db3765,,Cosme,Calderón,CAFE-BAR,"437384,6","4471393,54","COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",,+34 626136629,Cosme_Calderón@leon-iniesta.org,"CALLE ACEUCHAL,18",A36505610,True,R,2022-06-06,2022-06-06
1684,00e18053-2c74-484b-b495-d2dab9a124a6,,Juana,Agustín,LA FLOR DE MURCIA,"437413,6","4471291,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623937645,Juana_Agustín@carrion.net,"CALLE EDUARDO MORALES,5",A90931391,True,F,2022-06-06,2022-06-06
1686,12d9908a-5c30-4ee6-9c30-631e6af4a495,,Serafina,Vila,MERCADONA,"436999,6","4471386,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 622896279,Serafina_Vila@torrent.es,"CALLE LAGUNA,28",A35615966,True,X,2022-06-06,2022-06-06
1691,d56c0ad5-d3bf-46c5-9976-146dc1bc23d4,,Clemente,Azorin,LIDL,"437320,6","4471473,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (GRANDES SUPERFICIES)",,+34 629763271,Clemente_Azorin@abril.es,"AVENIDA NUESTRA SEÑORA DE VALVANERA,101",A33028725,False,X,2022-06-06,2022-06-06
1697,d8788ff6-26b4-4c9d-81d4-e1d4dd9df1b6,,Ulises,Cerezo,ROTULO NO INFORMADO,"436782,6","4470984,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620392233,Ulises_Cerezo@cuesta.es,"CALLE EL ESPINAR,9",A32848324,True,X,2022-06-06,2022-06-06
1698,c1d1ef4f-4d32-4e84-b210-4c6c1424d8fc,,Epifanio,Jordá,CARNICAS ILLERA IGLESIAS,"436815,6","4470901,55",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 620967626,Epifanio_Jordá@pera-gaya.es,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A56463164,False,C,2022-06-06,2022-06-06
1699,b7977270-22f3-46e4-924c-a54b4cebb298,,Haydée,Chamorro,HORNO EL ALBA PASTELERIA,"436880,6","4470927,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 626681981,Haydée_Chamorro@cordero.com,"AVENIDA NUESTRA SEÑORA DE FATIMA,7",A00519447,False,R,2022-06-06,2022-06-06
1702,9dad69cd-0113-4f9e-8cac-5e1b7ef80e2e,,Pablo,Heredia,ALIMENTACION,"436834,6","4470835,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 621446541,Pablo_Heredia@izquierdo.com,"CALLE EL ESPINAR,16",A87982714,True,X,2022-06-06,2022-06-06
1703,aa51cb70-2056-498f-b546-b57aa733121b,,Florencia,Calzada,ALIMENTACION,0,0,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620833780,Florencia_Calzada@buendia.com,"CALLE EL ESPINAR,16",A20315980,True,X,2022-06-06,2022-06-06
1705,d00f9816-5fca-4486-b3eb-c197d4337944,,Pascuala,Núñez,CARNICAS ENRIQUEZ,"436118,6","4470120,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 627726990,Pascuala_Núñez@naranjo.net,"CALLE PARQUE EUGENIA DE MONTIJO,36",A34720795,True,C,2022-06-06,2022-06-06
1706,6952d23a-e451-43f3-808f-1ce8f28a01af,,Jessica,Romeu,ROTULO NO INFORMADO,"436584,6","4470590,55",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 622000016,Jessica_Romeu@rios.com,"AVENIDA NUESTRA SEÑORA DE FATIMA,55",A20782788,False,C,2022-06-06,2022-06-06
1708,ca38b42b-9a99-4289-a733-fd5bb6a9daac,,Dan,Ferrer,CHARCUTERIA,"436035,6","4470064,56",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 621374688,Dan_Ferrer@pinedo-valverde.es,"CALLE PARQUE EUGENIA DE MONTIJO,18",A61323765,True,C,2022-06-06,2022-06-06
1715,a7868681-8a9c-475c-86a9-b4f71a6b5145,,Juan José,Bautista,PESCADERIA,"437086,6","4470866,55",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 620513615,Juan_José_Bautista@marin.es,"PASEO MARCELINO CAMACHO,23",A70013141,False,P,2022-06-06,2022-06-06
1719,aea8ddac-63c9-4723-a448-1a06b936857d,,Elvira,Jódar,PANADERIA-PASTELERIA CON BARRA DEGUSTACI0N,"437484,6","4470810,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 629924363,Elvira_Jódar@beltran.com,"CALLE GENERAL RICARDOS,200",A61442185,True,R,2022-06-06,2022-06-06
1726,c54966ba-7098-49de-be4f-347d99667362,,Ciriaco,Uría,FRUTERIA,"437376,6","4471213,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626892674,Ciriaco_Uría@aparicio.com,"CALLE OCA,47",A44635912,True,F,2022-06-06,2022-06-06
1728,1deba541-6f4a-4390-8563-864c4b7a1156,,Toni,Verdugo,PESCADERIA,"437479,6","4471103,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 628507534,Toni_Verdugo@escribano.com,"CALLE ALONDRA,30",A58920415,True,P,2022-06-06,2022-06-06
1735,5caf8ebc-165c-4781-9c5e-467c0c16ab83,,Cayetana,Tejada,CARNICERIA,"437983,59","4470872,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 628153433,Cayetana_Tejada@alberto.es,"CALLE FRANCISCO GUZMAN,1",A41224359,False,C,2022-06-06,2022-06-06
1737,c3ac70ea-8f7a-4c6a-a5a7-ae1203224764,,Febe,Galiano,POLLOS Y ALGO MAS,"437908,59","4470820,54","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 629427345,Febe_Galiano@vicente.es,"CALLE LUIS GOMEZ,15",A45930763,True,C,2022-06-06,2022-06-06
1738,4d11d9d2-7b73-4cce-a482-23a146ecb127,,Rosaura,Mancebo,FRUTAS Y VERDURAS,"438097,59","4470946,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 621054270,Rosaura_Mancebo@llano-vara.org,"AVENIDA OPORTO,69",A26227078,False,F,2022-06-06,2022-06-06
1741,5f8c1162-532c-459c-9cca-26e085cf8f16,,Carmina,Gómez,VARIENTES EMIMAR BACALAO,"437939,59","4470799,54",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 629285033,Carmina_Gómez@roman.es,"CALLE MARIA DOMINGO,1",A28234094,False,S,2022-06-06,2022-06-06
1746,2bc52d90-100f-43aa-8e16-72dc65be085d,,José Antonio,Aramburu,CHARCUTERIA Y QUESOS,"437895,59","4470527,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 620465890,José_Antonio_Aramburu@millan.es,"CALLE MARIA MARTINEZ,5",A53441745,True,C,2022-06-06,2022-06-06
1747,bcc2c0ea-adc8-445c-a573-b315223eb55d,,Rodolfo,Arroyo,AVES HUEVOS CAZA,"437866,59","4470404,54","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 620629416,Rodolfo_Arroyo@roma.es,"CALLE CARLOS HEREDERO,1",A17268389,True,C,2022-06-06,2022-06-06
1749,fcda0d0d-4cb1-4283-87c6-35be7c4c91cc,,Josué,Milla,LOS MARAGATOS/PTO 4 Y 5,"437496,59","4469797,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 625775636,Josué_Milla@mate-almansa.com,"CALLE ANCIU,7",A18614935,False,C,2022-06-06,2022-06-06
1751,256572f4-37a4-43c9-951e-d8c33cd6bf8f,,Corona,Jove,CARNICERIA MIGUEL BLANCO,"436931,59","4469576,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 621866686,Corona_Jove@clemente-castells.es,"PASEO CASTELLANOS,52",A62652278,True,C,2022-06-06,2022-06-06
1756,f3c79494-095e-4131-98da-7413b9118f2d,,Félix,Moles,CHARCUTERIA SALCHICHERIA,"436059,59","4469380,55",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 629485732,Félix_Moles@vinas.com,"CALLE JOAQUIN TURINA,32",A12008814,False,C,2022-06-06,2022-06-06
1760,2d013cae-8b4b-4df9-bad5-64213d079a55,,Gaspar,Mendez,SR(CHARCUTERIA),0,0,COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 628832336,Gaspar_Mendez@vendrell.es,"CALLE ALFREDO ALEIX,36",A33575829,False,C,2022-06-06,2022-06-06
1761,a4e1b764-2656-4591-921e-a90ea7d820c7,,Guiomar,Fajardo,AVES HUEVOS CAZA,"436806,59","4469683,55","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 622513958,Guiomar_Fajardo@cueto.es,"PASEO CASTELLANOS,49",A19598546,True,C,2022-06-06,2022-06-06
1766,5dfa0aef-f1e9-4fb7-8ff3-3d00c38c9b92,,Pacífica,Arroyo,CARNICERIA PEDRO VARGAS,"435903,59","4468923,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 620325211,Pacífica_Arroyo@figueroa.org,"CALLE ALFREDO ALEIX,7",A34908360,True,C,2022-06-06,2022-06-06
1768,1c73bb9e-feb4-4037-878b-50777eb5e56f,,Victoria,Posada,POLLERIA VICTOR,"437690,59","4469891,54","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 625108161,Victoria_Posada@hernandez.com,"PLAZA CAZADOR,277",A13167078,False,C,2022-06-06,2022-06-06
1770,de5e243b-76af-47b4-8b4d-655f93d5fcea,,Victor,Sanchez,MANTEQUERIA,"435955,59","4468398,55",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 623113319,Victor_Sanchez@heredia.es,"CALLE SOLEDADES,19",A89824484,True,C,2022-06-06,2022-06-06
1771,fa9ef9cb-00aa-49b3-803e-f4f90c1e805d,,Marita,Cal,FRUTAS MARI,"437857,59","4469975,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 624804617,Marita_Cal@herrero-llamas.com,"PLAZA VULCANO,98",A00785227,False,F,2022-06-06,2022-06-06
1777,f22ce38a-2d1a-47e4-b43c-18a241bc8508,,José Luis,Arco,DEALZ,"436502,6","4470166,55","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 627683361,José_Luis_Arco@arenas.com,"CALLE BINEFAR,7",A39843171,True,X,2022-06-06,2022-06-06
1779,26eec464-c2b8-4c26-9bfd-c825f43dd44c,,Carlito,Cortina,EL HORNO DE ELIPTICA (LOCAL 3),"438419,59","4471581,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 628387544,Carlito_Cortina@calderon.org,"CALLE EL TOBOSO,108",A01317366,True,R,2022-06-06,2022-06-06
1780,c6eec035-59ca-432c-8785-68bf22d9d811,,Esther,Abad,METTRO MARKT (LOCAL 2),"437386,6","4471430,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 626013603,Esther_Abad@tomas.com,"CALLE ACEUCHAL,91",A57350985,False,X,2022-06-06,2022-06-06
1786,6aaeafa2-31c1-4e84-9688-f5bcb5491adf,,Eli,Azorin,ROTULO NO INFORMADO,"437641,6","4471151,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR (INCLUYE COCCION),,+34 623660204,Eli_Azorin@peinado.net,"CALLE LINARES,29",A46902227,True,P,2022-06-06,2022-06-06
1787,d1e5b602-0a3c-41a8-a061-682fdc97a4c6,,Belen,Arana,OPTICA ALEJOS,"436799,58","4469105,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620542634,Belen_Arana@barbero-mateos.com,"CALLE SECOYA,16",A32065061,False,X,2022-06-06,2022-06-06
1789,b3d728d1-1c4b-400f-afdc-3db1fc244278,,Pacífica,Cabezas,LA CATEDRAL DE LA FRUTA,"436914,6","4470706,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 625852502,Pacífica_Cabezas@bilbao-simo.es,"CALLE EL ESPINAR,38",A63058791,True,F,2022-06-06,2022-06-06
1790,840722b1-f4bd-4703-b5dc-d329a88fa4cd,,Piedad,Yáñez,PANADERIA,"436617,6","4470128,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 623173726,Piedad_Yáñez@duran.es,"CALLE EUGENIA DE MONTIJO,57",A62503551,False,R,2022-06-06,2022-06-06
1797,451f7fb1-7135-4396-b7a1-39db74e8f77d,,Pascual,Trujillo,ALIMENTACION,"437947,58","4469555,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 621790186,Pascual_Trujillo@cespedes.com,"CALLE ANTONIO ROMERO,23",A51953576,False,X,2022-06-06,2022-06-06
1802,980a9a52-3df4-4abe-a5e1-018b9c22dc23,,Natalia,Ródenas,PANADERIA,"435668,59","4468189,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 625482591,Natalia_Ródenas@samper-vilaplana.es,"CALLE MORALES,7",A21978430,True,R,2022-06-06,2022-06-06
1803,93c716d6-6133-412e-9aea-6ca3749fbe33,,Heraclio,Nadal,ALIMENTACION,"435755,59","4468221,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620896127,Heraclio_Nadal@minguez.net,"CALLE MORALES,52",A42246736,True,X,2022-06-06,2022-06-06
1806,bfc59838-b109-4215-bae9-441bfb1ae65c,,Armando,Donaire,BRAZILIAN,0,0,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 625995924,Armando_Donaire@iniguez.es,"CALLE SAN PATRICIO,1",A81014049,False,X,2022-06-06,2022-06-06
1807,51af04ea-18b8-4031-b5ff-adaaabd16cb3,,Josep,Caro,ALIMENTACI0N,0,0,COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 623400699,Josep_Caro@molina-ros.net,"CALLE SAN PATRICIO,1",A88882388,False,X,2022-06-06,2022-06-06
1808,de58d1de-aab6-4773-beb0-71b27d1d0f0e,,Rocío,Ibañez,AUTOSERVICIO GUSFER ALIMENTACION,"437693,59","4470056,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 627020560,Rocío_Ibañez@macias.net,"CALLE CARCASTILLO,7",A18117021,False,X,2022-06-06,2022-06-06
1810,1edab968-1e2c-4411-9bec-ecd0b65f4f02,,Graciela,Galan,C JEMA SA MC51 SL,0,0,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 621294911,Graciela_Galan@tenorio-mari.com,"CALLE LAGUNA,107",A89536309,False,X,2022-06-06,2022-06-06
1812,767ee484-bf9d-4f6b-b833-f162668e57a6,,Toño,Padilla,FRUTERIA ,"439784,59","4471944,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 625892224,Toño_Padilla@codina.es,"AVENIDA MANZANARES,156",A53841503,False,F,2022-06-06,2022-06-06
1813,0ba86bb7-e4fd-42ed-8cd0-fd01ac91267a,,Miguel,Vilanova,LA LONJA,"439931,59","4471874,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620070026,Miguel_Vilanova@torralba.org,"CALLE SAN DELFIN,2",A64590172,False,X,2022-06-06,2022-06-06
1814,f82d928e-a408-470e-9de7-7558d9eaa96f,,Belen,Abellán,BAZAR-REGALOS-ALIMENTACION-FRUTERIA,"439864,59","4471670,53",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 620367363,Belen_Abellán@plaza-gallo.com,"CALLE MARQUES DE JURA REAL,4",A99543215,True,X,2022-06-06,2022-06-06
1819,8d98f472-ce08-4b03-ac56-7c820f2b4b49,,Olalla,Bastida,FRUTERIA LA CORDOBESA,"438768,59","4471213,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 627007953,Olalla_Bastida@vaquero.es,"CALLE VICTOR MANUEL III,9",A97923688,False,F,2022-06-06,2022-06-06
1822,d3cc7db8-4945-4de6-8025-bd73c4cfc206,,Valeria,Gaya,ALIMENTACION.PAN BEBIDAS-GOLOSINAS-FRUTOS SECOS,"438781,59","4470778,53",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 624027407,Valeria_Gaya@peiro.com,"AVENIDA OPORTO,18",A82759740,True,S,2022-06-06,2022-06-06
1823,a9f21569-b035-4138-8517-133e3b9b04bc,,Amelia,Real,FRUTERIA,"438158,59","4471055,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 626165641,Amelia_Real@vazquez-cases.es,"CALLE VALLE DE ORO,20",A65462765,False,X,2022-06-06,2022-06-06
1824,03d07e4e-00e3-4d53-8ae5-36328323b38b,,Onofre,Azorin,ALIMENTACI0N Y PAN,"438283,59","4471093,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 628797349,Onofre_Azorin@alvarez.es,"CALLE CASTRO DE ORO,34",A57247319,True,X,2022-06-06,2022-06-06
1830,c00580e0-6286-4dc6-8875-a84806de37fc,,Oriana,Huertas,LA CASA DE LA FRUTA,"439201,59","4471210,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 625296914,Oriana_Huertas@sans-lara.es,"CALLE ANTONIO DE LEYVA,80",A96307354,False,F,2022-06-06,2022-06-06
1837,66aa488d-c5af-4ca4-8c73-c4c4d10ae92f,,Evelia,Martin,FRUTERIA Y ALIMENTACI0N,"439189,59","4471943,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 621159049,Evelia_Martin@arias.es,"CALLE LOLA MEMBRIVES,12",A26328937,True,F,2022-06-06,2022-06-06
1840,a2d48fe3-4dee-440f-a885-eaab1b59c527,,Esperanza,Aragón,ALIMENTACI0N Y BAZAR,"437697,6","4472205,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 624605575,Esperanza_Aragón@ariza.net,"CALLE ZAIDA,8",A26059125,True,X,2022-06-06,2022-06-06
